"";"classe 1";"classe 2";"classe 3"
"26";0;-0,09;0,122
"besides";0;0,042;-0,038
"2025";0,438;0,003;-0,714
"2010";0,046;1,073;-1,896
"immediate";-0,282;-1,14;3,198
"ex";-0,549;3,663;-1,426
"according";0;-0,644;0,802
"00";-3,955;7,066;-0,27
"whom";-0,656;3,255;-0,987
"sub";4,814;-2,212;-0,987
"provides";1,992;-1,14;-0,27
"k";-4,654;5,91;-0,005
"2030";2,184;-0,644;-0,784
"2018";0,857;0;-1,202
"2001";0,037;-0,152;0,038
"2023";-0,005;0,109;-0,074
"180";1,561;-0,433;-0,594
"via";0,553;-5,01;2,38
"toward";-7,069;0,805;4,777
"below";2,184;-1,875;-0,074
"85";1,561;-1,549;-0,018
"inner";-6,236;8,183;-0,018
"concerning";-0,021;-2,194;3,154
"65";1,561;0,265;-4,17
"42";4,207;-0,43;-2,978
"32";-0,437;0,509;0
"29";0,203;-1,238;0,451
"2007";0,51;1,213;-4,17
"reasonably";-0,021;0,254;-0,141
"meanwhile";-1,479;0,509;0,451
"et";3,284;-3,757;-0,003
"911";-1,479;-0,254;3,963
"2050";2,437;0,011;-3,872
"nor";-0,558;1,358;-0,141
"indeed";-1,825;-0,025;3,154
"hi";-2,461;11,991;-3,574
"93";-0,021;1,358;-1,194
"51";-0,558;-0,672;3,154
"36";-0,021;-4,592;6,216
"280";13,208;-5,01;-3,574
"2026";0,553;-0,943;0,029
"2013";-1,825;0,254;1,121
"unlikely";1,133;-2,194;0,117
"contain";0,023;-4,175;4,142
"considering";-0,558;-0,025;1,121
"67";0,212;-0,672;0,117
"34";-0,021;-4,592;6,216
"31";-0,021;-0,025;0,117
"1999";-0,021;-0,025;0,117
"1970";1,133;-2,194;0,117
"140";2,01;-0,43;-0,948
"110";2,783;-2,194;-0,141
"theirs";0,023;-0,43;0,282
"sometime";-3,058;0,001;4,142
"900";2,01;-1,821;-0,049
"72";1,31;-3,757;0,55
"52";0,023;-0,43;0,282
"48";0,018;0,25;-0,494
"37";-0,232;0,536;-0,049
"33";1,31;-0,226;-0,713
"1998";6,149;-3,757;-0,713
"1995";-1,244;0,001;1,646
"1960";0,228;-0,226;-0,003
"j";-2,327;6,003;-0,713
"herself";-4,809;0,066;5,416
"hello";0,018;-0,076;0,019
"appear";-0,736;-1,457;5,416
"77";1,31;-1,457;-0,003
"2003";-0,036;-1,457;2,354
"1993";6,149;-3,757;-0,713
"1978";-0,736;-0,226;2,354
"125";0,228;-1,457;0,55
"yourselves";0,711;0,25;-2,382
"brief";-1,64;-0,076;3,314
"47";0,018;-3,339;3,314
"2028";0,018;-1,106;0,959
"1947";-1,64;0,25;0,959
"1920";-1,64;4,208;-0,494
"187";-0,491;-2,504;6,489
"sensible";-1,018;-2,922;9,31
"moreover";4,075;-2,922;-0,297
"follows";-1,018;0,606;0,125
"anyways";1,592;-0,774;-0,297
"97";4,075;-0,774;-2,085
"94";-1,018;-0,003;1,571
"63";-0,063;2,585;-2,085
"44";-6,363;-0,774;15,604
"360";1,592;-0,003;-2,085
"2002";-1,018;-0,003;1,571
"1950";-6,363;2,585;1,571
"1200";0,014;-0,472;0,366
"101";-0,063;2,585;-2,085
"thus";0,874;-2,504;0,366
"th";0,014;-0,472;0,366
"shall";-4,545;-0,215;9,209
"q";-0,491;4,002;-1,787
"merely";-0,491;1,22;-0,134
"latter";-0,116;2,247;-1,489
"88";0,874;0,044;-1,787
"87";-0,116;-2,087;3,884
"56";0,874;0,044;-1,787
"38";3,07;-0,472;-1,787
"1991";0,874;-2,504;0,366
"1977";0,874;0,044;-1,787
"1976";-2,304;0,044;2,485
"1500";0,874;0,044;-1,787
"130";3,07;-0,472;-1,787
"hers";-1,529;6,152;-1,489
"hence";-1,529;-0,215;3,884
"ain_t";-4,545;6,152;-0,024
"a_s";1,203;-0,038;-1,191
"84";5,502;-2,087;-1,489
"79";-0,116;-0,215;0,823
"69";2,103;-0,215;-1,489
"550";1,203;-0,038;-1,191
"49";-0,116;-2,087;3,884
"247";5,502;-2,087;-1,489
"2027";-0,116;-0,215;0,823
"2006";-1,529;2,247;-0,024
"1994";0,308;0,268;-1,489
"1988";2,103;-2,087;-0,024
"1980";-3,636;9,586;-1,191
"1967";-3,636;3,996;0,01
"1964";-2,727;0,022;3,244
"1943";5,502;-2,087;-1,489
"1934";-2,727;-1,252;10,077
"1928";0,437;0,022;-0,893
"1870";0,308;-0,215;-0,024
"1800";-1,529;6,152;-1,489
"regards";0,009;-1,67;1,657
"placed";0,009;-0,038;0,01
"inward";0,009;0,814;-1,191
"anyhow";0,009;-0,038;0,01
"98";3,301;-1,252;-0,893
"96";0,009;-0,038;0,01
"82";1,203;-0,038;-1,191
"68";-0,82;0,814;0,01
"66";0,437;0,022;-0,893
"64";-0,82;3,996;-1,191
"59";-2,727;7,189;-0,893
"55";-0,82;-0,038;1,657
"53";1,203;-1,67;0,01
"43";-0,82;-0,038;1,657
"2029";1,203;-1,67;0,01
"1996";-3,636;0,814;1,657
"1982";-0,82;-0,038;1,657
"1972";1,203;-1,67;0,01
"1944";0,009;0,814;-1,191
"1933";-2,727;0,022;3,244
"1900";1,203;-0,038;-1,191
"1776";-3,636;9,586;-1,191
"102";-3,636;9,586;-1,191
"03";3,301;-1,252;-0,893
"thorough";-2,727;2,001;0,183
"thereafter";-0,245;0,022;0,183
"specified";0,437;0,022;-0,893
"indicated";0,437;-1,252;0,183
"inc";-0,245;2,001;-0,893
"corresponding";-2,727;2,001;0,183
"beforehand";-2,727;2,001;0,183
"99200";3,301;-1,252;-0,893
"73";0,437;-1,252;0,183
"62";-2,727;2,001;0,183
"61";3,301;-1,252;-0,893
"450";0,437;-1,252;0,183
"350";3,301;-1,252;-0,893
"230";0,437;-1,252;0,183
"2100";-0,245;0,022;0,183
"2035";3,301;-1,252;-0,893
"2032";3,301;-1,252;-0,893
"1984";-2,727;2,001;0,183
"1983";-0,245;0,022;0,183
"1971";0,437;-1,252;0,183
"1961";0,437;0,022;-0,893
"1925";-2,727;0,022;3,244
"1913";-0,245;2,001;-0,893
"1883";-0,245;-1,252;3,244
"1729";0,437;0,022;-0,893
"170";-2,727;0,022;3,244
"1265";-2,727;7,189;-0,893
"105";0,437;0,022;-0,893
"09";0,437;0,022;-0,893
"*video=2B_Gov_Tech_CEOs_Warning_for_DOGE__6S1FHzJK_4en";-1,842;1,394;0,111
"*video=2_Investment_Strategies_That_Made_Ken_Langone_a_Billionaire_-8JWYUnrL1sen";2,7;0,479;-7,3
"*video=2026_Investing_StrategyIPOs_Are_Back_K_CuBI1osfUen";1,212;-5,194;1,353
"*video=4_Rules_That_Built_Amazon_Apple__SpaceX_vXhxaOGw1IEen";2,7;-0,072;-2,757
"*video=4_Steps_to_Scale_Your_Business_Intuit_Founder_tBaGj8B8d24en";-1,472;12,01;-5,362
"*video=4_Ways_Robots_Are_Already_Taking_Over_LhBcuAHRqNAen";102,997;-39,05;-27,885
"*video=5_AI_Experts_Reveal_The_Best__Worst_Case_Scenarios_JtFuByhYUT4en";98,835;-27,777;-37,154
"*video=5_Expert_Predictions_The_Future_of_Artificial_Intelligence_NcKVW3r_YJQen";63,712;-24,533;-16,907
"*video=6_Hard_Truths_for_Building_Startups_From_a_Billionaire_E7qzohsrciUen";39,227;-8,705;-17,986
"*video=6_Levels_of_AI_Investing_Everyone_Should_Know_nZuDFOEMqpQen";39,802;-12,396;-13,521
"*video=6-Step_Blueprint_to_Rescue_Western_Civilization_xv3u7eVHqhUen";-2,312;-6,191;20,278
"*video=A_Conversation_with_Elad_Levy__the_Search_for_a_Missing_Israeli_Soldier_qNVmirHykzEen";-45,035;4,799;31,321
"*video=A_Conversation_with_MLKs_Lawyer__Speechwriter_Dr_Clarence_Jones_AcVCzCUqxGken";-132,097;194,425;-2,142
"*video=A_Conversation_with_Wall_Street_Legend__US_Commerce_Secretary_Wilbur_Ross_lyGQq2wGDswen";-16,733;-0,706;33,287
"*video=AI__the_Future_of_Technology_Joe_Lonsdale_Answers_5_Critical_Questions_1jUoU0Yppnsen";-0,108;6,187;-5,321
"*video=AI_Expert_Agents_Will_Take_Over_Everything_NJ_vGrXZVTMen";18,214;-14,408;-0,911
"*video=AI_Expert_The_Threat_That_No_One_is_Talking_About_7EJ18xEVeuUen";-7,589;0,569;6,024
"*video=AI_Vs_Engineers_Will_They_Be_Replaced_xyZABt3sCT4en";78,055;-24,143;-26,705
"*video=AI_Vs_Inflation_How_The_Top_Investors_Are_Preparing_oe0fZ6yEqhwen";11,052;-1,521;-6,823
"*video=AI_Warning_Millions_of_Humans_Will_Be_Obsolete_XAc-9No0oPEen";-1,358;6,409;-1,849
"*video=AI_Will_Replace_These_Jobs_First_A_Warning_From_OpenAIs_Chief_Of_Research_sJE1dE2dulgen";40,331;-14,857;-11,323
"*video=Airbnb_Founder_The_Government_is_Worse_Than_You_Think_gJxgXq-7Bo4en";1,868;-0,29;-1,081
"*video=Alex_Karp_On_The_Future_Of_AI_And_Building_A_Multi_Billion-Dollar_Company_TEfTVozgiNsen";-2,979;6,529;-0,518
"*video=Alex_Karp_How_Palantir_is_Changing_the_Course_of_History_VmwOhQYcCugen";-2,202;-0,478;6,31
"*video=Alexis_de_Tocquevilles_Warning_Decentralization_is_Essential_For_Democracy_im3Ngg6JgEIen";-1,163;0,5;0,265
"*video=American_Optimist_Season_One_Trailer_GZV2nfbAynwen";-5,454;14,379;-1,787
"*video=American_Optimist_Building_a_Better_Future_for_All_aQGOGK6S7j0en";2,201;-0,835;-0,596
"*video=Americas_New_AI_Strategy_Were_Building_a_Tech_Force_GYV6XP0HSBUen";-5,613;3,071;0,836
"*video=Andrew_Yang_Will_Change_How_You_Think_About_Politics_7AF5OKtCSUken";-59,08;10,157;32,206
"*video=Arthur_Brooks_Finding_Happiness_--_What_Most_People_Get_Wrong_and_Few_Get_Right_VrMM1ODZ14sen";-20,177;11,429;2,791
"*video=Arthur_Brooks_These_Four_Things_Will_Bring_You_Lasting_Happiness_a0_JNENamLsen";-2,727;7,189;-0,893
"*video=Ashton_Kutcher_Warns_China_Could_Use_TikTok_Against_the_US_Gri661zGfEken";-10,007;7,537;0,611
"*video=Balaji_Srinivasan_Bitcoin_China_the_Woke_Mob_and_the_Future_of_the_Internet_MMuIyspn7s0en";-6,445;-29,642;79,52
"*video=Balaji_Srinivasan_How_Blockchain_Changes_Everything_NK0O2-hpGeUen";0,923;-1,875;0,118
"*video=Bari_Weiss_Defending_Western_Civilization_and_Building_New_Institutions_SBvUo2MSplMen";-78,865;19,471;33,235
"*video=Billion_Dollar_Wins_--_and_Losses_zBWyxGAeKa4en";0,366;1,718;-4,579
"*video=Billionaire_Founder_of_KIND__Shark_Tank_Star_Daniel_Lubetzky_e9mWJy2RjtEen";-57,562;38,866;5,079
"*video=Billionaire_Investors_Bold_AI_Prediction_-IpGrD5C1GEen";0,029;0,043;-0,182
"*video=Billionaire_Investor_This_is_the_Most_Undervalued_AI_Opportunity_ELj2LLNP8Aken";58,647;-19,415;-18,661
"*video=Billionaire_vs_US_Senator_Should_TikTok_Be_Banned_HX8MIYvQcVQen";-103,513;-37,692;351,193
"*video=Charles_Koch_How_a_Love_of_Philosophy_Unlocked_Exponential_Growth_uCFcz8SESdQen";-5,273;24,957;-7,226
"*video=Defense_Experts_AI_Solution_To_The_Drone_Threat_LEsO1NISV0oen";30,191;-10,707;-8,877
"*video=Discovering_Life-Saving_Drugs_from_Fungi_BTpYV9Zsikken";64,1;-12,282;-32,613
"*video=Dont_Ban_CRT_Win_With_Better_Ideas_Thomas_Chatterton_Williams_Talks_Race__Liberalism_aU7gy13l6j4en";-86,922;13,803;49,656
"*video=Dr_Mark_Esper_Lessons_from_Russias_Invasion_of_Ukraine_eqedig-EvaEen";-7,562;-35,862;95,221
"*video=Dr_Peter_Attia_How_AI_Can_Save_Healthcare_6WtHpBzAmrgen";0,626;-0,013;-0,667
"*video=Dr_Rick_Klausner_Curing_Cancer_Reprogramming_Cells_and_the_Incredible_Biotech_Revolution_5kFxWiL1Q2Aen";43,263;-6,46;-25,578
"*video=Economist_Vs_Billionaire_How_The_Myth_Of_Income_Inequality_Is_Dividing_America_mFhIJsrprXsen";-46,187;12,386;18,124
"*video=Economists_Warning_America_Must_Win_the_AI_Race_euFe-jE1t7Aen";-0,294;-5,926;10,774
"*video=Economists_Warning_Regulation_Will_Kill_AI_Progress_E7BCJAM1kUcen";1,02;-4,732;1,342
"*video=Electronic_Warfare_and_Real-Life_Force_Fields_Epirus_CEO_Andy_Lowery_X2IWqRu7L1oen";139,186;-49,17;-41,114
"*video=Ep_50_Troy_Carter_on_Discovering_Lady_Gaga_Future_of_Music_and_Speaking_Out_on_School_Choice_gOwzF0CLHwwen";-34,283;59,316;-1,943
"*video=Ep_51_Adm_Bill_McRaven_on_Leadership_Modernizing_the_Dept_of_Defense__Dealing_with_China_Y8UaL5sjkNEen";-37,022;25,541;3,058
"*video=Ep_52_Yitz_Applbaum_and_a_Modern_Middle_East_Renaissance_7-7ZYcCjxjMen";-20,649;49,597;-5,003
"*video=Ep_53_Joe_Gebbia_Changed_the_World_with_Airbnb_Heres_What_Hes_Building_Next_xaPInaOaT1Ien";-1,9;34,971;-22,785
"*video=Ep_54_Peter_Attia_Ryan_Holiday__Joe_Lonsdale_Discuss_Longevity__Americas_Health_p_-t8q9D9xUen";-0,121;12,818;-12,026
"*video=Ep_55_Nathan_Mintz_on_Directed_Energy_a_New_Space_Age__the_Final_Hurdles_to_a_Driverless_Future_9SewQ5XabFgen";68,41;-15,27;-31,23
"*video=Ep_56_A_Philosopher_Reinventing_Construction_Maria_Davidson__the_Story_of_Kojo_PcATGAEqm1sen";12,089;0,243;-21,75
"*video=Ep_57_Balaji_Srinivasan_on_the_Severity_of_the_Bank_Crisis_and_the_Future_of_Bitcoin_QKjfAhnWJqUen";-4,558;-50,986;105,604
"*video=Ep_58_Private_Markets_Outperform_Public_But_Theyre_a_Mess_Eliot_Hodges_Is_Fixing_That_sCo2Jawr24Een";38,799;-3,105;-30,126
"*video=Ep_59_Adi_Berlia_Explains_Indias_Remarkable_Rise_Out_of_Socialism_r5XT9UIdgwoen";-5,575;0,027;6,895
"*video=Ep_60_Dr_Rebekah_Gee__Nest_Health_Are_Saving_Lives_by_Reinventing_In-Home_Care_Xt8X09d7cE4en";0,004;6,036;-7,51
"*video=Ep_61_High_School_Dropout_to_Billion-Dollar_Startup_the_Story_of_Guillermo_Rauch__Vercel_UhctkmjffsUen";46,307;-2,558;-40,312
"*video=Ep_62_Ben_Rubenstein_Says_Resumes_Are_Useless_Heres_How_to_Find_the_Best_Salespeople_MWG9uaUaGroen";41,486;-1,403;-40,531
"*video=Ep_63_Eddie_Margain_on_Fleeing_Mexico_and_Building_Austin_FC_podbteLmuaMen";-24,017;31,834;-0,087
"*video=Ep_65_Marc_Andreessen_and_the_Case_for_AI_Optimism_KZE0FwuFee0en";1,621;-8,878;2,951
"*video=Ep_66_Bob_McGrew__the_Superstar_Palantir_Alum_Leading_OpenAIs_Transformative_Research_Projects_SeAaxSJ8v6Men";67,671;-9,915;-40,42
"*video=Ep_67_Brad_Gerstner_on_the_AI_Supercycle__Restoring_Faith_in_Capitalism_cnDrFBzRfgcen";8,354;-4,82;-1,109
"*video=Ep_68_Are_High_Interest_Rates__Inflation_Here_to_Stay_How_to_Generate_Alpha_with_Jacob_Miller_2_7ceKkWYOIen";59,129;-9,49;-33,574
"*video=Ep_69_How_a_Teenager_Set_Out_to_Rid_the_Ocean_of_Plastic_Boyan_Slat__the_Ocean_Cleanup_UNWiqq0UxN0en";33,119;-10,241;-11,334
"*video=Ep_70_Andrew_McAfee_on_the_Science_Behind_the_Worlds_Most_Valuable_Companies_H0l0UuyP6RQen";0;4,548;-5,239
"*video=Ep_71_No_Debt_Top_Professors__Personal_Coaches__A_New_Community_College_with_Tade_Oyerinde_bOJemB__Mpwen";-7,809;59,464;-25,402
"*video=Ep_72_Illegal_Chinese_Bio_Labs__Secret_Police_Inside_America_Congressman_Mike_Gallagher_13-lkPU9hqMen";-56,165;-25,314;206,089
"*video=Ep_73_Lessons_from_Palantir__How_Candid_Health_Is_Fixing_the_280B_Healthcare_Billing_Fiasco_rtNunKe7Q80en";122,516;-28,911;-53,564
"*video=Ep_74_Niall_Ferguson__Pano_Kanelos_on_Building_the_University_of_Austin_5l_Bk-zeVMYen";-43,107;97,339;-8,389
"*video=Ep_75_Leadership_Lessons_with_Intuit_Founder__Silicon_Valley_Legend_Scott_Cook_rbIzL223gsMen";1,649;5,068;-15,726
"*video=Ep_76_Accelerate_or_Die_Guillaume_Verdon_and_the_eacc_Movement_NgUwdHGWKkAen";22,997;-2,367;-16,227
"*video=Ep_77_Mike_Solana_on_Exposing_Corruption_Saving_San_Francisco_and_Building_a_New_Media_Empire_Ek6dHrUDg9oen";-20,91;5,06;8,959
"*video=Ep_78_Emil_Michael__the_Master_Dealmaker_Behind_Ubers_Global_Dominance_B_ptOo19SC0en";-9,716;10,838;0,018
"*video=Ep_79_Bjorn_Lomborg_and_the_12_Best_Ideas_to_Help_the_World_co9ra0gvBXoen";-1,084;-0,582;4,258
"*video=Ep_80_Leonard_Leo_Knows_How_to_Win_and_How_to_Save_Our_Country_Qh6Y43e02vYen";-106,115;-10,707;249,102
"*video=Ep_81_How_Palantir_Star_Tyler_Scriven_Is_Helping_Small_Business_Compete_With_Amazon_SkY_gUUH8Kcen";-1,695;38,808;-27,109
"*video=Ep_82_Rising_Inflation_Looming_Recession_The_State_of_the_Economy_with_Whitney_Baker_cD_2rcNsRNYen";105,339;-30,651;-38,31
"*video=Ep_83_A_New_Leukemia_Cure_with_Ivan_Dimov_of_Orca_Bio_J99MyfKKdeQen";98,396;-25,831;-39,35
"*video=Ep_84_Sri_Ganesan_on_Freshworks_Big_Win_Building_Rocketlane__Indias_Tech_Boom_io9Gn-9gOGoen";27,919;-0,057;-36,214
"*video=Ep_85_The_Path_to_Regime_Change_in_Iran_with_Crown_Prince_Reza_Pahlavi_MmoEeCx30Fcen";-127,611;-7,315;267,319
"*video=Ep_86_How_to_Teach_STEM_for_the_21st_Century_with_Dr_David_Ruth_p2jwa9iGUy8en";-0,002;29,433;-34,047
"*video=Ep_87_Dr_Cliff_Winston__Deregulate_Lawyers_Deregulate_Airlines__Let_Markets_Correct_Themselves_-mIhnpoCnUcen";-0,008;-14,949;18,448
"*video=Ep_90_A_Conversation_with_Wall_Street_Pioneer_Ethan_Penner_jUAu8_ReNTAen";-46,149;73,019;-1,426
"*video=Evil_AI_Is_Coming_But_Not_the_Way_You_Think_3phTUVxbT_cen";12,503;-6,981;-1,784
"*video=Ex-Bud_Light_President_The_Truth_Behind_the_Brands_Collapse_SOYWMSo_Sdwen";-69,201;15,137;32,074
"*video=Exercise_Scientist_How_AI__Miracle_Drugs_Can_Make_You_Superhuman_T_NpPPID1ecen";28,238;-0,046;-36,971
"*video=Exiled_Crown_Prince_of_Iran_How_to_Liberate_a_Nation_2tx774TWXqIen";-26,72;-5,879;76,884
"*video=Exposing_a_Billion_Dollar_Fraud_Scandal_Using_Palantir_xkXRTycBpEsen";-0,049;-14,042;18,704
"*video=Force_Fields__Directed_Energy_Are_Here_How_Epirus_Is_Changing_Defense_Tech_PFMaaQDvGVQen";87,459;-26,41;-30,663
"*video=Former_Canadian_Prime_Minister_How_to_Save_Western_Civilization_lb0b4utSxiQen";-37,276;0,651;40,674
"*video=Former_Crown_Prince_of_Iran_Why_This_Regime_Must_Be_Taken_Down_qpl24oMS7QQen";-42,708;-5,886;108,004
"*video=Former_DC_Mayor_Adrian_Fenty_Courage_Accountability_Better_Schools_and_Safer_Cities_5L5hHQyziO0en";-29,276;51,862;-1,904
"*video=Former_NYT_Journalist_Free_Speech_is_in_Danger_4vM2uJfN_uQen";-30,614;2,056;25,177
"*video=Free_Housing_Wont_Solve_the_Homeless_Crisis_Heres_What_Will_m3PSd0YLxDAen";-79,945;-20,044;239,433
"*video=From_ChatGPT_to_Billions_of_Robots_Marc_Andreessens_Prediction_pRoKi4VL_5sen";2,125;-8,442;2,011
"*video=From_Entrepreneur_To_Governor_How_Hes_Changing_America_ynJWPThToV8en";-50,153;4,828;36,361
"*video=From_Math_Prodigy_to_AI_Genius_How_Scott_Wu_Built_Devin_YwmQzWGyrRQen";102,297;-11,447;-69,655
"*video=From_Palantir_to_Space_Defense_Building_a_100_Billion_Company_hoVEoHXB6NEen";84,006;-35,395;-19,692
"*video=From_Prosperity_to_Ruins_Venezuelas_Fight_for_Freedom_YEgJKvg9xbUen";-71,463;-12,633;193,047
"*video=From_Survival_to_Creative_Mode_How_AI_Will_Change_Work_FoPvBnRgO70en";38,196;-11,861;-13,015
"*video=Hard_Truths_About_Morgan_Stanleys_Success_Former_CEO_wVmMmolLHcsen";-4,876;11,077;-0,97
"*video=Harvard_Economist_The_Truth_About_Police_Brutality_9sRYbrp_jCwen";-2,953;24,365;-10,953
"*video=Harvard_Professors_Warning_Avoid_This_Fatal_Money_Mistake_miXVWgBVrf8en";-10,371;1,251;6,827
"*video=He_Built_Teslas_FIRST_Roadster_Battery_Find_Out_What_Hes_Building_Next_yhbKdsegqnEen";137,524;-41,821;-47,874
"*video=He_Predicted_Putins_Invasion_Now_He_Predicts_When_China_Will_Invade_Taiwan_dPkpBJajfF8en";-3,34;-48,393;94,318
"*video=Historian_Niall_Ferguson_Chinas_Strengths_Are_Exaggerated_ocB5fpQxh7sen";-5,454;-2,504;20,155
"*video=Hollywood_Star_Why_the_Emmys_Ignored_Charlie_Kirks_Assassination_XKX58P-PGq0en";-38,181;5,106;23,913
"*video=Home_Depot_Founders_Millionaire_Business_Strategy_UhsCaPGO3DEen";-18,353;23,14;-0,016
"*video=How_200MPH_Flying_Cars_are_about_to_Change_the_World_TVg_DK8-kMwen";67,788;-6,973;-47,846
"*video=How_AI_Agents_Are_Transforming_Logistics_67d8KUrbiCYen";78,905;-8,452;-54,752
"*video=How_AI_is_Fixing_Americas_Most_Boring_Industry_ot0ofWCEuy4en";96,848;-23,367;-41,592
"*video=How_AI_Might_Solve_the_Alien_Mystery_Thought_Leaders_Paradox_deXX9-d3P5gen";-14,485;8,156;2,03
"*video=How_AI_Robots_Are_Taking_Over_Construction_l2sdZ1IyZx8en";155,991;-50,374;-50,999
"*video=How_Daniel_Lubetzky_Built_KIND_Into_a_5B_Global_Success_I9-t1QhLc-Uen";-9,376;6,605;0,724
"*video=How_Elon_Musk_Built__Sold_His_First_Company_300M_Sale_X5PZ3JuzEX8en";0,003;4,55;-5,657
"*video=How_Elon_Musks_SpaceX_Is_Embarrassing_The_US_Government_3pLEpO90jLoen";25,09;-8,442;-7,84
"*video=How_Founder_Ken_Langone_Turned_Home_Depot_Into_A_400_Billion_Empire_t65qijV0nPcen";-25,411;66,598;-8,173
"*video=How_Hayes_Barnard_Is_Transforming_Solar_Tech__Green_Housing_sytqGvIojlYen";77,98;-10,202;-49,373
"*video=How_He_Became_the_First_AI_Billionaire_smCNYsBzg0gen";4,271;0,35;-9,585
"*video=How_John_Mack_Saved_Morgan_Stanley__Transformed_Wall_Street_W2R7bfrFQ4Men";-50,543;116,333;-10,547
"*video=How_John_Mackey_Started_Whole_Foods_with_Just_45k_WKOH1xrVVt8en";1,752;0;-2,454
"*video=How_Palantir_Alumni_Keep_Launching_Billion-Dollar_Ideas_ByDqjdLKVKken";102,437;-17,414;-56,224
"*video=How_Palantir_is_Leading_the_AI_Revolution_and_Creating_A_Safer_World_Xg-KFZHd7uMen";2,518;-5,262;0,362
"*video=How_Psychedelic_Medicine_Could_Transform_Healthcare__Why_Medical_School_Is_Broken_0uQIHrBTGeUen";19,574;-5,817;-6,973
"*video=How_the_Renaissance_Sparked_an_Entrepreneurial_Explosion_with_Jeannette_zu_Fürstenberg_3-tSMBHnyoken";0,065;12,803;-17,491
"*video=How_The_Worlds_Best_Investors_Are_Playing_AI_neqCX9ZbOywen";11,198;-3,715;-3,554
"*video=How_this_Governor_is_Proving_Trump_Right_S6caODsDQYAen";-83,809;-4,983;176,726
"*video=How_to_Change_the_World__Admiral_Bill_McRaven_V825mFbWPs0en";-36,827;18,127;6,723
"*video=How_to_Disrupt_the_38_Billion_Storage_Industry_6EcNTOec3Qcen";72,637;-10,075;-44,655
"*video=How_to_Fix_Dysfunctional_Government_with_Esper_CEO_Maleka_Momand_nTWBWcxIlUMen";4,808;-33,133;13,216
"*video=How_to_Fix_Homelessness_Expand_Telehealth_and_Defeat_Special_Interests_with_Jared_Meyer_JRPWSx9Ymi0en";-74,65;-12,89;200,351
"*video=How_to_Invest_in_2026_Altimeter_CEOs_Prediction_KnJopI3Q7Kgen";16,02;-9,11;-2,197
"*video=How_to_Invest_Like_a_Billionaire_jzUrBI8lW1cen";37,909;-2,708;-30,574
"*video=How_to_Use_AI_in_2026_Opendoor_Founders_Advice_m8y0ftEmbkYen";51,471;-0,824;-56,819
"*video=Investing_in_2026_What_You_Need_to_Know_SEC_Chairman_7Cb19tOA0p4en";2,314;-45,881;30,644
"*video=Iran_vs_Israel_Exiled_Crown_Prince_on_the_Reason_for_the_Conflict_bE8S6Cp8lo0en";-38,181;-11,084;119,87
"*video=Is_America_Better_Without_Christianity_l8leF8nV_SAen";-16,161;3,306;7,863
"*video=Jake_Kloberdanz_Cause-Centric_Commerce_and_the_Art_of_Award-Winning_Winemaking_riy9Q8Baj1ken";1,373;15,888;-32,636
"*video=Joe_Lonsdale_and_Chris_Sprowls_How_to_Defeat_Special_Interests__Cronyism_fUL_jVCeGYEen";-57,106;0,904;63,133
"*video=Joe_Lonsdale_and_Dhani_Jones_Discuss_the_Power_of_Suffering__Adversity_fm0tiE47pssen";-61,518;165,183;-21,307
"*video=Joe_Lonsdale_and_Pano_Kanelos_on_Building_a_New_World-Class_University_hxWLun4Nlzwen";-80,393;87,592;0,255
"*video=Joe_Lonsdale_Stuns_CNBC_Host_ug6Gr5VccZken";-8,182;-1,457;22,145
"*video=John_Chambers__Pankaj_Patel_Changed_the_World_with_Cisco_Now_Theyre_Doing_It_Again_with_Nile_VWkCcfX747wen";22,913;-2,798;-14,996
"*video=Jonathan_Greenblatt_on_Ta-Nehisi_Coates_CRT_and_woke_politics_K9drmcFuO-Aen";-131,909;8,351;110,447
"*video=Kimbal_Musk_Tesla_SpaceX_The_Kitchen_and_Launching_His_First_Company_with_Elon_IIkY9yZSMs4en";-1,831;30,387;-19,083
"*video=Kimmy_Scotti_How_to_Spot_and_Build_the_Next_Big_Thing_MFtexGKDeVEen";72,637;-9,107;-46,949
"*video=Lean_Startup_vs_Fat_Startup_How_to_Succeed_like_Palantir__SpaceX_3U7_bkz-r-Een";0,119;3;-5,232
"*video=Legendary_iPod__iPhone_Creator_Tony_Fadell_Shares_His_Design_Secrets_TAs1OU-GZCMen";44,912;-1,275;-45,374
"*video=Marc_Andreessen_Predicts_AIs_Critical_Turning_Point_dgxiFHcPluAen";4,109;-7,659;0,351
"*video=Marc_Andreessen_The_Truth_About_Immigration__DEI_Glsk28CuyDMen";0,032;0,672;-1,212
